Drug,Experiment,Rank,Score,Source,Path
DCP12927,Baseline,1,0.3678,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Baseline,2,0.3185,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Baseline,3,0.3065,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Baseline,4,0.2877,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE06237 -[candidate_for]-> DM06
DCP12927,Baseline,5,0.2718,DFS,DCP12927 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP12927,Baseline,6,0.2603,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE03047 -[candidate_for]-> DM06
DCP12927,Baseline,7,0.2589,DFS,DCP12927 -[binds]-> GEE09692 -[textmining]-> GEE01845 -[candidate_for]-> DM06
DCP12927,Baseline,8,0.2579,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE01104 -[candidate_for]-> DM06
DCP12927,Baseline,9,0.2496,DFS,DCP12927 -[binds]-> GEE12311 -[is_involved_in]-> PW0201 -[candidate_for]-> DM06
DCP12927,Baseline,10,0.2416,DFS,DCP12927 -[binds]-> GEE05485 -[is_associated_with]-> DIMM26386 -[candidate_for]-> DM06
DCP12927,Exp1_NoDistinction,1,1.0000,Rule,DCP12927 -[treats]-> DIMM00115 -[is_associated_with]-> GEE12350 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,2,1.0000,Rule,DCP12927 -[treats]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,3,1.0000,Rule,DCP12927 -[resembles]-> DCP11014 -[expresses]-> GEE04101 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,4,1.0000,Rule,DCP12927 -[palliates]-> DIMM00102 -[is_associated_with]-> GEE13475 -[experiments]-> GEE01123 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,5,1.0000,Rule,DCP12927 -[palliates]-> DIMM00102 -[downregulates]-> GEE16418 -[experiments]-> GEE16992 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,6,1.0000,Rule,DCP12927 -[palliates]-> DIMM00068 -[associates]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,7,1.0000,Rule,DCP12927 -[palliates]-> DIMM00041 -[expresses]-> GEE15461 -[experiments]-> GEE03552 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,8,1.0000,Rule,DCP12927 -[expresses]-> GEE03186 -[experiments]-> GEE12354 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,9,1.0000,Rule,DCP12927 -[expresses]-> GEE03186 -[experiments]-> GEE08087 -[textmining]-> GEE11695 -[is_associated_with]-> DM06
DCP12927,Exp1_NoDistinction,10,1.0000,Rule,DCP12927 -[expresses]-> GEE03186 -[experiments]-> GEE07731 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
DCP12927,Exp1_StrongDistinction,1,0.0147,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,2,0.0127,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,3,0.0123,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,4,0.0115,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE06237 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,5,0.0109,DFS,DCP12927 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,6,0.0104,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE03047 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,7,0.0104,DFS,DCP12927 -[binds]-> GEE09692 -[textmining]-> GEE01845 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,8,0.0103,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE01104 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,9,0.0100,DFS,DCP12927 -[binds]-> GEE12311 -[is_involved_in]-> PW0201 -[candidate_for]-> DM06
DCP12927,Exp1_StrongDistinction,10,0.0097,DFS,DCP12927 -[binds]-> GEE05485 -[is_associated_with]-> DIMM26386 -[candidate_for]-> DM06
DCP12927,Exp2_NoDecay,1,0.4086,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Exp2_NoDecay,2,0.3539,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Exp2_NoDecay,3,0.3406,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Exp2_NoDecay,4,0.3253,Rule,DCP12927 -[expresses]-> GEE00556 -[experiments]-> GEE00630 -[experiments]-> GEE08324 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,5,0.3253,Rule,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE01096 -[experiments]-> GEE12801 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,6,0.3253,Rule,DCP12927 -[binds]-> GEE05285 -[experiments]-> GEE07554 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,7,0.3253,Rule,DCP12927 -[binds]-> GEE05134 -[experiments]-> GEE01489 -[experiments]-> GEE15500 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,8,0.3253,Rule,DCP12927 -[binds]-> GEE05134 -[experiments]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,9,0.3253,Rule,DCP12927 -[binds]-> GEE02137 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP12927,Exp2_NoDecay,10,0.3253,Rule,DCP12927 -[binds]-> GEE02137 -[experiments]-> GEE12412 -[experiments]-> GEE11025 -[is_associated_with]-> DM06
DCP12927,Exp2_StrongDecay,1,0.2043,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,2,0.1770,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,3,0.1703,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,4,0.1598,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE06237 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,5,0.1510,DFS,DCP12927 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,6,0.1446,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE03047 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,7,0.1438,DFS,DCP12927 -[binds]-> GEE09692 -[textmining]-> GEE01845 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,8,0.1433,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE01104 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,9,0.1387,DFS,DCP12927 -[binds]-> GEE12311 -[is_involved_in]-> PW0201 -[candidate_for]-> DM06
DCP12927,Exp2_StrongDecay,10,0.1342,DFS,DCP12927 -[binds]-> GEE05485 -[is_associated_with]-> DIMM26386 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,1,0.3065,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,2,0.2877,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE06237 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,3,0.2603,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE03047 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,4,0.2589,DFS,DCP12927 -[binds]-> GEE09692 -[textmining]-> GEE01845 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,5,0.2579,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE01104 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,6,0.2496,DFS,DCP12927 -[binds]-> GEE12311 -[is_involved_in]-> PW0201 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,7,0.2416,DFS,DCP12927 -[binds]-> GEE05485 -[is_associated_with]-> DIMM26386 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,8,0.2397,DFS,DCP12927 -[binds]-> GEE02137 -[regulates]-> GEE04757 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,9,0.2291,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE06991 -[candidate_for]-> DM06
DCP12927,Exp3_NoBonus,10,0.2235,DFS,DCP12927 -[binds]-> GEE01459 -[textmining]-> GEE07602 -[candidate_for]-> DM06
DCP12927,Exp3_HighBonus,1,1.0000,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Exp3_HighBonus,2,0.8848,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Exp3_HighBonus,3,0.7551,DFS,DCP12927 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP12927,Exp3_HighBonus,4,0.6299,DFS,DCP12927 -[downregulates]-> GEE05120 -[experiments]-> GEE25160 -[candidate_for]-> DM06
DCP12927,Exp3_HighBonus,5,0.5928,Rule,DCP12927 -[expresses]-> GEE00556 -[experiments]-> GEE00630 -[experiments]-> GEE08324 -[is_associated_with]-> DM06
DCP12927,Exp3_HighBonus,6,0.5928,Rule,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE01096 -[experiments]-> GEE12801 -[is_associated_with]-> DM06
DCP12927,Exp3_HighBonus,7,0.5928,Rule,DCP12927 -[binds]-> GEE05285 -[experiments]-> GEE07554 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP12927,Exp3_HighBonus,8,0.5928,Rule,DCP12927 -[binds]-> GEE05134 -[experiments]-> GEE01489 -[experiments]-> GEE15500 -[is_associated_with]-> DM06
DCP12927,Exp3_HighBonus,9,0.5928,Rule,DCP12927 -[binds]-> GEE05134 -[experiments]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP12927,Exp3_HighBonus,10,0.5928,Rule,DCP12927 -[binds]-> GEE02137 -[experiments]-> GEE12412 -[experiments]-> GEE15632 -[is_associated_with]-> DM06
DCP12927,Exp4_NoISI,1,0.3678,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments_transferred]-> GEE04307 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,2,0.3185,DFS,DCP12927 -[downregulates]-> GEE02775 -[experiments]-> GEE19180 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,3,0.3065,DFS,DCP12927 -[binds]-> GEE09692 -[is_associated_with]-> DCP10135 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,4,0.2877,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE06237 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,5,0.2718,DFS,DCP12927 -[binds]-> GEE14710 -[experiments]-> GEE10062 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,6,0.2603,DFS,DCP12927 -[binds]-> GEE06353 -[regulates]-> GEE03047 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,7,0.2589,DFS,DCP12927 -[binds]-> GEE09692 -[textmining]-> GEE01845 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,8,0.2579,DFS,DCP12927 -[binds]-> GEE12311 -[textmining]-> GEE01104 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,9,0.2496,DFS,DCP12927 -[binds]-> GEE12311 -[is_involved_in]-> PW0201 -[candidate_for]-> DM06
DCP12927,Exp4_NoISI,10,0.2416,DFS,DCP12927 -[binds]-> GEE05485 -[is_associated_with]-> DIMM26386 -[candidate_for]-> DM06
DCP10156,Baseline,1,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Baseline,2,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Baseline,3,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Baseline,4,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Baseline,5,0.0940,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Baseline,6,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Baseline,7,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Baseline,8,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Baseline,9,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Baseline,10,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,1,1.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,2,1.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,3,1.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,4,1.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,5,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,6,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,7,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,8,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,9,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp1_NoDistinction,10,0.7873,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[interacts]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,1,0.0038,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Exp1_StrongDistinction,2,0.0001,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,3,0.0001,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,4,0.0001,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,5,0.0001,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,6,0.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,7,0.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,8,0.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,9,0.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp1_StrongDistinction,10,0.0000,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,1,0.2277,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,2,0.2277,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,3,0.2277,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,4,0.2277,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,5,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,6,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,7,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,8,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,9,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp2_NoDecay,10,0.1200,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[interacts]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,1,0.0522,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Exp2_StrongDecay,2,0.0142,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,3,0.0142,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,4,0.0142,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,5,0.0142,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,6,0.0075,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,7,0.0075,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,8,0.0075,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,9,0.0075,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp2_StrongDecay,10,0.0075,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,1,0.0940,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Exp3_NoBonus,2,0.0830,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,3,0.0830,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,4,0.0830,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,5,0.0830,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,6,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,7,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,8,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,9,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp3_NoBonus,10,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,1,0.4150,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,2,0.4150,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,3,0.4150,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,4,0.4150,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,5,0.0940,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Exp3_HighBonus,6,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,7,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,8,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,9,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp3_HighBonus,10,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,1,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05989 -[experiments]-> GEE11508 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,2,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE05813 -[experiments]-> GEE16623 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,3,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE03827 -[experiments]-> GEE13159 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,4,0.1494,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE00401 -[experiments]-> GEE09873 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,5,0.0940,DFS,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE17716 -[candidate_for]-> DM06
DCP10156,Exp4_NoISI,6,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE11080 -[textmining]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,7,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE08442 -[textmining]-> GEE06896 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,8,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE07629 -[homology]-> GEE17012 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,9,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[textmining]-> GEE10509 -[is_associated_with]-> DM06
DCP10156,Exp4_NoISI,10,0.0787,Rule,DCP10156 -[treats]-> DIMM15447 -[is_associated_with]-> GEE06585 -[database]-> GEE08026 -[is_associated_with]-> DM06
HEB5058,Baseline,1,0.2497,DFS,HEB5058 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5058,Baseline,2,0.2222,DFS,HEB5058 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
